,0,1,2,3,4,5,6,type
0,6.3935903199988315,15.234730706347717,20.92044056126048,20.687617767408167,41.806616709001105,28.402458573849923,41.87195752916313,0
1,6.3951061496656685,15.166075725469724,20.943130464171876,20.724241565261867,41.9550961596316,28.44891944646231,41.85855870150602,0
2,6.386902503276799,15.446323289567582,21.04250486618012,20.624775881863236,41.68115566823287,28.37779490411277,41.96996115647508,0
3,6.405399810472057,14.859545319964258,20.730124769178833,20.78586570511129,42.031754732773564,28.488946459490663,41.78038138154431,0
4,6.348858603227743,14.889948684853074,20.731160544022224,20.679330090376244,41.82328122040255,28.299535975673646,41.65338092300431,0
5,6.420100969492923,15.064898516316397,20.818421834374558,20.735699802086785,41.902877386211756,28.462885915411757,41.81928113908539,0
6,6.351137428497925,15.207599570921191,20.883504785172526,20.57410129486882,41.57584441299826,28.235372598151333,41.735859604122425,0
7,6.410476532217905,15.198455404195423,20.90662974960357,20.694084424618072,41.82846935134044,28.41977730160065,41.85388376410666,0
8,6.421100649709379,15.223207972002008,20.89714306947339,20.685362085445572,41.81211154301788,28.437779950385476,41.834515920421744,0
9,6.412118981456898,15.168410400642674,20.86860291546958,20.68229908928453,41.824175783637045,28.42747994640144,41.7852297840445,0
10,6.478790015413681,15.313592467065778,20.80451823064788,21.35271352228503,42.48025237428256,29.025215151811963,43.61777193014481,1
11,6.457277685296668,15.29869000756956,20.879540356498133,21.364818364047096,42.550542724354294,29.03130574353754,43.54986366313706,1
12,6.454839114177896,15.210154045160918,20.822939310391625,21.40845114407352,42.59651310444968,29.041650292703444,43.5263240978263,1
13,6.473926211956424,15.283963667443826,20.93374830801286,21.482439197108206,42.78005174136949,29.152228521735392,43.594704488661286,1
14,6.480693447240002,15.511727372013127,21.069454675954862,21.376757523565253,42.64605860902909,29.134588999855104,43.813651717820576,1
15,6.469744509132075,15.09082558197389,20.790464329548346,21.559326687748854,42.866872421351985,29.176361396585857,43.46252798878965,1
16,6.469670996811305,15.393731838539578,20.94988831752073,21.34156109244624,42.527626446089485,29.04209661966707,43.76594475822575,1
17,6.513198478936218,14.788571736750592,20.616123359195242,21.918351828773602,43.52052089775404,29.579800694098378,43.544082681468325,1
18,6.495862946002965,15.558410956529608,21.085444739500495,21.398919977648614,42.68490435415741,29.179241429444858,43.880307575954554,1
19,6.513973605601881,14.768156688016846,20.603410206441417,21.92488801363806,43.52765563415418,29.579250899826583,43.543694409403024,1
20,6.376615513446585,14.063762443902583,19.826188269827153,20.510145299440797,40.70891055446492,27.61122369421644,42.09036233848718,2
21,6.418920365054463,13.898772922792775,19.933803158668123,21.049019702982196,41.60306362138482,28.16732717333148,42.610082509981,2
22,6.393484439341544,14.472661280725918,19.930264198196298,20.2580570150929,40.37896481236776,27.517612564406953,41.829620927671996,2
23,6.332593202549966,14.286403447491846,19.829158609853668,20.172730439593447,40.195487416593366,27.326174858175023,41.75060508567703,2
24,6.388191986882196,14.254616985673298,19.89229720235129,20.41924290760889,40.607948892460904,27.598722343162812,41.95141250442686,2
25,6.433131626061784,14.431275336870987,19.95060128766947,20.40359187310671,40.60599027489111,27.661739271374287,42.08515187348294,2
26,6.3998431474175135,14.977326248897292,20.271984581689008,20.199977113792453,40.44862879245659,27.70477296623784,42.27993276004446,2
27,6.345547183591003,14.432886788513777,19.90003721650871,20.153205850478027,40.19760405485199,27.371583169502262,41.85704994823473,2
28,6.461170211523405,14.136721198647152,19.86663878493469,20.720076361391627,41.03574492669778,27.885023073663184,42.579312259712715,2
29,6.443839768013128,14.20426344117094,19.902545193251814,20.64359968598592,40.94720743321323,27.83695131472978,42.32972431032392,2
